8,7,8,270,
lib_materials:stone_sandstone_desert,lib_materials:stone_sandstone_desert_brick,lib_materials:stone_sandstone_desert_block,lib_materials:stone_sandstone_desert_cobble,,,,lib_materials:glass_framed_wood_screen,lib_ecology:tree_default_trunk,lib_ecology:tree_default_wood,
##
ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,
_____,_____,_____,C0m00,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,C0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,
#
ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,
_____,C0m00,C0m00,C0m00,C0m00,C0m00,C0m00,_____,
_____,C0m00,K0m00,_____,_____,K0m00,C0m00,_____,
_____,C0m00,K0m00,_____,_____,K0m00,C0m00,_____,
_____,C0m00,C0m00,C0m00,C0m00,C0m00,C0m00,_____,
_____,_____,_____,C0m00,C0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,
#
ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,
C0m00,C0m00,_____,_____,_____,_____,C0m00,_____,
C0m00,C0m00,_____,_____,_____,_____,K0m00,_____,
C0m00,C0m00,_____,_____,_____,_____,K0m00,_____,
C0m00,C0m00,_____,_____,_____,_____,C0m00,_____,
_____,C0m00,K0m00,C0m00,C0m00,K0m00,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,
#
ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,
_____,_____,_____,_____,_____,_____,C0m00,C0m00,
_____,_____,_____,_____,_____,_____,_____,C0m00,
_____,C0m00,_____,_____,_____,_____,_____,C0m00,
_____,C0m00,_____,_____,_____,_____,C0m00,C0m00,
_____,_____,C0m00,C0m00,C0m00,C0m00,C0m00,_____,
_____,_____,_____,C0m00,C0m00,_____,_____,_____,
#
ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,
_____,_____,_____,_____,_____,_____,C0m00,C0m00,
_____,_____,_____,_____,_____,_____,_____,C0m00,
_____,C0m00,_____,_____,_____,_____,_____,C0m00,
_____,C0m00,_____,_____,_____,_____,C0m00,C0m00,
_____,_____,C0m00,C0m00,C0m00,C0m00,C0m00,_____,
_____,_____,_____,C0m00,C0m00,_____,_____,_____,
#
ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,
C0m00,C0m00,_____,_____,_____,_____,C0m00,_____,
C0m00,C0m00,_____,_____,_____,_____,K0m00,_____,
C0m00,C0m00,_____,_____,_____,_____,K0m00,_____,
C0m00,C0m00,_____,_____,_____,_____,C0m00,_____,
_____,C0m00,K0m00,C0m00,C0m00,K0m00,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,
#
ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,
_____,C0m00,C0m00,C0m00,C0m00,C0m00,C0m00,_____,
_____,C0m00,K0m00,_____,_____,K0m00,C0m00,_____,
_____,C0m00,K0m00,_____,_____,K0m00,C0m00,_____,
_____,C0m00,C0m00,C0m00,C0m00,C0m00,C0m00,_____,
_____,_____,_____,C0m00,C0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,
#
ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,
_____,_____,_____,C0m00,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,C0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,

