10,7,9,270,
lib_materials:stone,lib_materials:stone_brick,lib_materials:stone_block,lib_materials:stone_cobble,lib_materials:stone_cobble_small,lib_materials:stone_rockwall,lib_materials:stone_gravel,lib_materials:glass,lib_ecology:tree_default_trunk,lib_ecology:tree_default_wood,
##
sssss,sssss,S2m00,S2m00,sssss,sssss,sssss,
sssss,sssss,sssss,_____,_____,S2m00,S2m00,
_____,_____,_____,_____,_____,_____,_____,
_____,S2m00,S2m00,_____,_____,_____,_____,
_____,_____,_____,_____,S2m00,S2m00,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
#
sssss,S2m00,S2m00,S2m00,S2m00,sssss,sssss,
sssss,sssss,sssss,_____,S2m00,_____,_____,
S2m00,_____,_____,_____,_____,_____,_____,
S2m00,_____,_____,S2m00,_____,_____,_____,
_____,_____,TwN00,S2m00,S2L00,S2L00,S2m00,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
#
S2m00,S2m00,S2m00,S2m00,S2m00,S2m00,S2m00,
sssss,sssss,sssss,_____,_____,_____,_____,
S2m00,S2m00,S2m00,_____,_____,_____,_____,
_____,_____,_____,S2m00,S2m00,S2m00,_____,
_____,_____,_____,S2L00,S2L00,S2L00,S2L00,
S2m00,S2m00,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
#
S2m00,S2m00,S2m00,S2m00,S2m00,S2m00,S2m00,
S2m00,sssss,sssss,K0S00,S2m00,S2m00,S2m00,
_____,_____,_____,S2m00,_____,_____,_____,
S2m00,S2m00,S2m00,_____,_____,_____,S2m00,
_____,_____,_____,S2m00,S2L00,S2L00,S2L00,
S2L00,S2L00,S2m00,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
#
S2m00,S2m00,S2m00,S2m00,S2m00,S2m00,S2m00,
S2m00,sssss,sssss,S2m00,_____,_____,S2m00,
_____,_____,_____,S2m00,_____,_____,K0S00,
_____,_____,S2m00,_____,_____,_____,S2m00,
_____,_____,_____,S2m00,S2L00,S2L00,S2L00,
S2L00,S2L00,S2m00,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
#
S2m00,S2m00,S2m00,S2m00,S2m00,S2m00,S2m00,
S2m00,S2m00,sssss,S2m00,_____,_____,K2m00,
_____,_____,_____,S2m00,S2m00,_____,S2m00,
_____,_____,K2m00,_____,_____,_____,S2m00,
S2m00,_____,_____,S2L00,S2L00,S2L00,S2L00,
S2L00,S2L00,S2L00,S2m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
#
S2m00,S2m00,S2m00,S2m00,S2m00,S2m00,S2m00,
S2m00,S2m00,S2m00,S2m00,S2m00,_____,_____,
_____,S2m00,S2m00,_____,_____,S2m00,K0S02,
S2m00,_____,TwW00,_____,S2m00,S2m00,_____,
_____,S2m00,_____,S2m00,K2m00,K2m00,K2m00,
S2m00,S2m00,S2L00,S2L00,S2m00,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
#
S2m00,sssss,sssss,sssss,sssss,S2m00,S2m00,
S2m00,S2m00,S2m00,K0S02,_____,_____,_____,
_____,_____,_____,_____,_____,S2m00,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,S2m00,_____,_____,_____,_____,_____,
_____,S2m00,S2L00,S2L00,S2m00,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
#
sssss,sssss,sssss,sssss,sssss,S2m00,S2m00,
S2m00,S2m00,sssss,_____,_____,_____,_____,
_____,K0S01,S2m00,S2m00,S2m00,_____,_____,
_____,_____,_____,_____,_____,K0S01,S2m00,
S2m00,_____,_____,_____,_____,_____,_____,
_____,_____,S2L00,S2m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,
