11,16,20,180,
lib_materials:stone,lib_materials:stone_brick,lib_materials:stone_block,lib_materials:stone_cobble,lib_materials:stone_cobble_small,lib_materials:stone_rockwall,lib_materials:stone_gravel,lib_materials:glass,lib_ecology:tree_default_trunk,lib_ecology:tree_default_wood,
##
ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,
_____,_____,_____,K0S00,_____,C0S00,_____,K0S00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,LnS00,_____,LnS00,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
#
ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,
_____,_____,K0S01,K0m00,K0m00,K0m00,K0m00,K0m00,K0S03,_____,_____,
_____,_____,_____,K0m00,C0m00,W0DS0,C0m00,K0m00,_____,_____,_____,
_____,_____,_____,K0m00,C0m00,_____,C0m00,K0m00,_____,_____,_____,
_____,_____,_____,K0m00,C0m00,C0m00,C0m00,K0m00,_____,_____,_____,
_____,_____,_____,K0m00,K0m00,K0m00,K0m00,K0m00,_____,_____,_____,
_____,_____,_____,K0m00,C0m00,C0m00,C0m00,K0m00,_____,_____,_____,
_____,_____,_____,K0m00,C0m00,Xp0N0,C0m00,K0m00,_____,_____,_____,
_____,_____,_____,K0m00,C0m00,Xp0N0,C0m00,K0m00,_____,_____,_____,
_____,_____,_____,K0m00,K0m00,K0m00,K0m00,K0m00,_____,_____,_____,
_____,_____,_____,K0m00,C0m00,C0m00,C0m00,K0m00,_____,_____,_____,
_____,_____,_____,K0m00,C0m00,_____,C0m00,K0m00,_____,_____,_____,
_____,_____,_____,K0m00,C0m00,_____,C0m00,K0m00,_____,_____,_____,
_____,_____,_____,K0m00,K0m00,K0m00,K0m00,K0m00,_____,_____,_____,
_____,_____,_____,K0m00,C0m00,C0m00,C0m00,K0m00,_____,_____,_____,
_____,_____,_____,K0m00,K0S03,_____,K0S01,K0m00,_____,_____,_____,
#
ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,
_____,_____,_____,K0m00,W2m00,W2m00,W2m00,K0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,K0m00,W2m00,W2m00,W2m00,K0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,K0m00,W2m00,W2m00,W2m00,K0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,K0m00,W2m00,W2m00,W2m00,K0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,K0S02,_____,_____,_____,K0S02,_____,_____,_____,
#
ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,
_____,_____,_____,K0m00,W2m00,W2m00,W2m00,K0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,LcN00,_____,C0m00,_____,_____,_____,
_____,_____,_____,K0m00,W2m00,W2m00,W2m00,K0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,LcN00,_____,C0m00,_____,_____,_____,
_____,_____,_____,K0m00,W2m00,W2m00,W2m00,K0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,LcN00,_____,_____,_____,_____,_____,
_____,_____,_____,K0m00,W2m00,W2m00,W2m00,K0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
#
ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,
_____,K0S00,_____,K0m00,W2m00,W2m00,W2m00,K0m00,_____,K0S00,_____,
_____,_____,_____,C0m00,_____,_____,Ld0N0,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,Ld0N0,C0m00,_____,_____,_____,
K0S01,_____,_____,C0m00,_____,_____,Ld0N0,C0m00,_____,_____,K0S03,
_____,K0S01,_____,K0m00,W2m00,W2m00,Ld0N0,K0m00,_____,K0S03,_____,
_____,_____,K0S01,C0m00,_____,_____,Ld0N0,C0m00,K0S03,_____,_____,
_____,_____,_____,C0m00,_____,_____,Ld0N0,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,Ld0N0,C0m00,_____,_____,_____,
_____,_____,_____,K0m00,W2m00,W2m00,Ld0N0,K0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,Ld0N0,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,Ld0N0,C0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,Ld0N0,C0m00,_____,_____,_____,
_____,_____,_____,K0m00,W2m00,W2m00,Ld0N0,K0m00,_____,_____,_____,
_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,_____,
_____,_____,_____,K0S00,_____,_____,_____,K0S00,_____,_____,_____,
#
ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,
